time,TMP_1D5maboveground,RH_1D5maboveground,APCP_surface,DSWRF_surface,latitude,longitude
2024-04-02 07:00:00,275.7921250611869,63.82983016509394,0.0023329995837499,397.2492414845176,42.804413,140.528841
2024-04-02 08:00:00,275.18740182934124,66.42898597499185,0.0005038597912499,215.28484419511096,42.804413,140.528841
2024-04-02 09:00:00,273.5528833481025,76.33097922062126,0.0,53.49022390497891,42.804413,140.528841
2024-04-02 10:00:00,271.99707442494747,77.97283273320078,0.0,0.0,42.804413,140.528841
2024-04-02 11:00:00,271.85095184493315,75.99249743968247,0.0,0.0,42.804413,140.528841
2024-04-02 12:00:00,271.7690992409687,76.27625189731668,0.0,0.0,42.804413,140.528841
2024-04-02 13:00:00,270.92759825361566,78.55658831362686,0.0,0.0,42.804413,140.528841
2024-04-02 14:00:00,269.27141292975125,82.70723727614282,0.0,0.0,42.804413,140.528841
2024-04-02 15:00:00,268.4270638022525,85.95458695194688,0.0,0.0,42.804413,140.528841
2024-04-02 16:00:00,268.78257531528436,85.87695663149798,0.0,0.0,42.804413,140.528841
2024-04-02 17:00:00,268.71358191928186,86.19188333952748,0.0,0.0,42.804413,140.528841
2024-04-02 18:00:00,268.8560488056794,87.7866265632878,0.0,0.0,42.804413,140.528841
2024-04-02 19:00:00,268.2521446523412,89.91880697028999,0.0,0.0,42.804413,140.528841
2024-04-02 20:00:00,267.35340542021,91.8629748620597,0.0,0.0,42.804413,140.528841
2024-04-02 21:00:00,268.2932666116825,91.0802833231208,0.0,17.820336378329998,42.804413,140.528841
2024-04-02 22:00:00,270.73391415458497,84.21060787595879,0.0,147.91503619195186,42.804413,140.528841
2024-04-02 23:00:00,273.4870650397025,72.54250485847753,0.0,329.1997092421006,42.804413,140.528841
2024-04-03 00:00:00,275.7696564590481,63.44623378220878,0.0,510.4783797900308,42.804413,140.528841
2024-04-03 07:00:00,279.94042215618623,49.60346984639689,0.0,412.7987733995287,42.804413,140.528841
2024-04-03 08:00:00,278.5129073412206,61.08351578298405,0.0,216.52200601882748,42.804413,140.528841
2024-04-03 09:00:00,276.4137466127356,70.09317343641875,0.0,53.99129007009703,42.804413,140.528841
2024-04-03 10:00:00,275.3453856038675,70.08760619448124,0.0,0.0,42.804413,140.528841
2024-04-03 11:00:00,274.1066702219194,71.6742331882522,0.0,0.0,42.804413,140.528841
2024-04-03 12:00:00,273.76294896920126,69.21667217149032,0.0,0.0,42.804413,140.528841
2024-04-03 13:00:00,272.84460370223,72.10707141264503,0.0,0.0,42.804413,140.528841
2024-04-03 14:00:00,272.685722447615,74.09622503867114,0.0,0.0,42.804413,140.528841
2024-04-03 15:00:00,272.95866491002374,70.17314465334317,0.0,0.0,42.804413,140.528841
2024-04-03 16:00:00,273.0867739882125,67.38564205995335,0.0,0.0,42.804413,140.528841
2024-04-03 17:00:00,272.7094678283469,64.42026751699643,0.0,0.0,42.804413,140.528841
2024-04-03 18:00:00,273.25617711071874,53.967327650392605,0.0,0.0,42.804413,140.528841
2024-04-03 19:00:00,272.71707538790434,52.32314526453963,0.0,0.0,42.804413,140.528841
2024-04-03 20:00:00,272.408967373845,51.7870201361536,0.0,0.0,42.804413,140.528841
2024-04-03 21:00:00,273.2648529030806,47.342705277553115,0.0,18.87781851998,42.804413,140.528841
2024-04-03 22:00:00,274.8319189020863,48.40531820096245,0.0,151.9808997241784,42.804413,140.528841
2024-04-03 23:00:00,276.55148233510374,43.493934796708,0.0,343.60547290718307,42.804413,140.528841
2024-04-04 00:00:00,278.66185509547876,37.73015017706125,0.0,528.9229258477275,42.804413,140.528841
2024-04-04 07:00:00,278.13913942360375,61.633302756606575,0.0,421.2865788421843,42.804413,140.528841
2024-04-04 08:00:00,277.04808401511247,66.53817786246152,0.0,227.3697293003503,42.804413,140.528841
2024-04-04 09:00:00,275.19136576437563,79.27756473480095,0.0,58.74154982766539,42.804413,140.528841
2024-04-04 10:00:00,273.66281657536877,83.79524323353377,0.0,0.0,42.804413,140.528841
2024-04-04 11:00:00,273.0138867254075,86.31769841419283,0.0,0.0,42.804413,140.528841
2024-04-04 12:00:00,272.18648947156504,88.94310106553333,0.0,0.0,42.804413,140.528841
2024-04-04 13:00:00,272.194860332605,91.14718745557316,0.0,0.0,42.804413,140.528841
2024-04-04 14:00:00,271.84410606538125,95.10198300577316,0.0,0.0,42.804413,140.528841
2024-04-04 15:00:00,271.8885136092169,92.80528189283488,0.0,0.0,42.804413,140.528841
2024-04-04 16:00:00,271.6844313921625,93.03988512109764,0.0,0.0,42.804413,140.528841
2024-04-04 17:00:00,271.6995913710606,94.1674467436128,0.0,0.0,42.804413,140.528841
2024-04-04 18:00:00,271.36908994476687,96.02832099913812,0.0,0.0,42.804413,140.528841
2024-04-04 19:00:00,270.81034524711373,97.95648333771967,0.0,0.0,42.804413,140.528841
2024-04-04 20:00:00,270.8734330161375,97.68606194563876,0.0,0.0,42.804413,140.528841
2024-04-04 21:00:00,270.49617802193313,96.8796493325947,0.0,21.31835739498,42.804413,140.528841
2024-04-04 22:00:00,273.0125685877631,93.05621185976644,0.0,154.29004514351126,42.804413,140.528841
2024-04-04 23:00:00,276.60340737583374,78.24363513544156,0.0,336.07367236959936,42.804413,140.528841
2024-04-05 00:00:00,278.5626177511525,65.31057069075874,0.0,527.9695472604537,42.804413,140.528841
2024-04-05 07:00:00,279.1886743549563,51.58377673991699,0.0,428.0812219215587,42.804413,140.528841
2024-04-05 08:00:00,278.26640107290564,54.362909738335915,0.0,232.22437310238092,42.804413,140.528841
